id	label	prop	defaultEnabled	defaultValue	risk	owner	ownerReason	explainTitle	explainReason	confidence	values
runtime_profman_enabled	runtime profman 开关	persist.device_config.runtime.profman.enabled	false	false	caution	runtime_profman_enabled	owner	runtime profman enabled	Observed in one v3.2 capture log as false.	low	false|true
runtime_secondary_dex	runtime 二级 dex	persist.device_config.runtime.secondary_dex	false	false	caution	runtime_secondary_dex	owner	runtime secondary dex	Observed in one v3.2 capture log as false.	low	false|true
runtime_dex_reconcile	runtime dex 协调	persist.device_config.runtime.dex_reconcile	false	false	caution	runtime_dex_reconcile	owner	runtime dex reconcile	Observed in one v3.2 capture log as false.	low	false|true
runtime_dynamic_code_opt	runtime 动态代码优化	persist.device_config.runtime.dynamic_code_opt	false	false	caution	runtime_dynamic_code_opt	owner	runtime dynamic code opt	Observed in one v3.2 capture log as false.	low	false|true
enable_uffd_gc_2	UFFD GC v2 开关	persist.device_config.runtime_native_boot.enable_uffd_gc_2	false	false	caution	enable_uffd_gc_2	owner	UFFD GC v2 flag	Observed in one v3.2 capture log as false.	low	false|true
iorap_blacklisted_packages	iorap 黑名单包列表	persist.device_config.runtime_native_boot.iorap_blacklisted_packages	false		caution	iorap_blacklisted_packages	owner	iorap blacklisted packages	Observed in four logs as an empty value.	medium
iorapd_options	iorapd 选项	persist.device_config.runtime_native_boot.iorapd_options	false		caution	iorapd_options	owner	iorapd options	Observed in four logs as an empty value.	medium
thread_suspend_timeout	线程挂起超时	dalvik.vm.thread-suspend-timeout-ms	false	30000	caution	thread_suspend_timeout	owner	Thread suspend timeout	Observed in three logs as 30000.	medium	30000
extra_opts_xss	ART 额外参数	dalvik.vm.extra-opts	false	-Xss3M	caution	extra_opts_xss	owner	ART extra opts	Observed in two logs as -Xss3M.	low	-Xss3M
finalizer_timeout	Finalizer 超时	dalvik.vm.finalizer-timeout-ms	false	40000	caution	finalizer_timeout	owner	Finalizer timeout	Observed in one log as 40000.	low	40000
mtk_stack_trace_file	MTK 堆栈跟踪文件	dalvik.vm.mtk-stack-trace-file	false	/data/anr/mtk_traces.txt	caution	mtk_stack_trace_file	owner	MTK stack trace file	Observed in one log as /data/anr/mtk_traces.txt.	low	/data/anr/mtk_traces.txt
systemui_compiler_filter	SystemUI 编译过滤器	dalvik.vm.systemuicompilerfilter	false	speed	caution	systemui_compiler_filter	owner	SystemUI compiler filter	Observed in one log as speed.	low	verify|speed-profile|speed|everything
runtime_metrics_reporting_mods	runtime 指标模块上报	persist.device_config.runtime_native.metrics.reporting-mods	false	2	caution	runtime_metrics_reporting_mods	owner	Runtime metrics reporting mods	Observed in four logs as empty or 2.	medium	|2
runtime_metrics_reporting_mods_server	runtime 指标服务端模块上报	persist.device_config.runtime_native.metrics.reporting-mods-server	false	2	caution	runtime_metrics_reporting_mods_server	owner	Runtime metrics reporting mods server	Observed in four logs as empty or 2.	medium	|2
runtime_metrics_reporting_num_mods	runtime 指标模块数量	persist.device_config.runtime_native.metrics.reporting-num-mods	false	100	caution	runtime_metrics_reporting_num_mods	owner	Runtime metrics reporting num mods	Observed in four logs as empty or 100.	medium	|100
runtime_metrics_reporting_num_mods_server	runtime 指标服务端模块数量	persist.device_config.runtime_native.metrics.reporting-num-mods-server	false	100	caution	runtime_metrics_reporting_num_mods_server	owner	Runtime metrics reporting num mods server	Observed in four logs as empty or 100.	medium	|100
runtime_metrics_reporting_spec	runtime 指标上报规格	persist.device_config.runtime_native.metrics.reporting-spec	false	1,5,30,60,600	caution	runtime_metrics_reporting_spec	owner	Runtime metrics reporting spec	Observed in four logs as empty or 1,5,30,60,600.	medium	|1,5,30,60,600
runtime_metrics_reporting_spec_server	runtime 指标服务端上报规格	persist.device_config.runtime_native.metrics.reporting-spec-server	false	1,10,60,3600,*	caution	runtime_metrics_reporting_spec_server	owner	Runtime metrics reporting spec server	Observed in four logs as empty or 1,10,60,3600,*.	medium	|1,10,60,3600,*
runtime_metrics_write_statsd	runtime 指标写入 statsd	persist.device_config.runtime_native.metrics.write-to-statsd	false	true	caution	runtime_metrics_write_statsd	owner	Runtime metrics write statsd	Observed in four logs as empty or true.	medium	|false|true
force_install_everything	安装时全量 AOT	pm.dexopt.install	false	everything	aggressive	pm_install	shadowed-by-owner	安装时全量 AOT	将安装编译策略设为 everything，安装时全量 AOT 编译，追求运行性能。	medium	verify|speed-profile|speed|everything
force_ota_everything	OTA 后全量 AOT	pm.dexopt.boot-after-ota	false	everything	aggressive	pm_boot_after_ota	shadowed-by-owner	OTA 后全量 AOT	将 OTA 后编译策略设为 everything，更新后全量 AOT，提升更新后性能。	medium	verify|speed-profile|speed|everything
force_cmdline_everything	手动编译全量 AOT	pm.dexopt.cmdline	false	everything	aggressive	pm_cmdline	shadowed-by-owner	手动编译全量 AOT	将命令行手动触发 dexopt 策略设为 everything。	medium	verify|speed-profile|speed|everything
priv_apps_oob	特权 App 全量 AOT	pm.dexopt.priv-apps-oob	false	everything	aggressive	priv_apps_oob	owner	特权 App 全量 AOT	将特权应用离线编译策略设为 everything。	medium	verify|speed-profile|speed|everything
secondary_everything	secondary dex 全量 AOT	pm.dexopt.secondary	false	everything	aggressive	secondary_everything	owner	secondary dex 全量 AOT	将 secondary dex 编译策略设为 everything，插件化应用全量编译。	medium	verify|speed-profile|speed|everything
global_everything	全局 dex2oat 全量 AOT	dalvik.vm.dex2oat-filter	false	everything	aggressive	dex2oat_filter	shadowed-by-owner	全局 dex2oat 全量 AOT	将全局 dex2oat-filter 设为 everything，兜底全量 AOT。	medium	verify|speed-profile|speed|everything
priv_apps_oob_list	特权 App OOB 列表	pm.dexopt.priv-apps-oob-list	false	ALL	aggressive	priv_apps_oob_list	owner	特权 App OOB 列表	指定参与 priv-apps-oob 的特权应用列表。ALL 表示全部。	medium	ALL
disable_art_service	禁用 ART Service	dalvik.vm.useartservice	false	false	aggressive	disable_art_service	owner	禁用 ART Service	禁用 ART Service 调度器，可能阻断系统正常 dexopt 维护和 OTA 后优化。	medium	false|true
disable_jit	禁用 JIT	dalvik.vm.usejit	false	false	aggressive	disable_jit	owner	禁用 JIT	禁用 ART JIT 即时编译。可减少运行时编译，但降低热点代码性能。	medium	false|true
heapgrowthlimit	ART 堆增长上限	dalvik.vm.heapgrowthlimit	false	256m	aggressive	heapgrowthlimit	owner	ART heap growth limit	Observed in all six logs with values 256m or 384m.	high	256m|384m
heapmaxfree	ART 堆最大空闲	dalvik.vm.heapmaxfree	false	8m	aggressive	heapmaxfree	owner	ART heap max free	Observed in all six logs with values 8m, 16m or 32m.	high	8m|16m|32m
heapminfree	ART 堆最小空闲	dalvik.vm.heapminfree	false	2m	aggressive	heapminfree	owner	ART heap min free	Observed in all six logs with values 512k, 2m, 4m or 8m.	high	512k|2m|4m|8m
heapsize	ART 堆大小	dalvik.vm.heapsize	false	512m	aggressive	heapsize	owner	ART heap size	Observed in all six logs with values 512m or 768m.	high	512m|768m
heapstartsize	ART 堆起始大小	dalvik.vm.heapstartsize	false	16m	aggressive	heapstartsize	owner	ART heap start size	Observed in all six logs with values 8m, 16m or 32m.	high	8m|16m|32m
heaptargetutilization	ART 堆目标利用率	dalvik.vm.heaptargetutilization	false	0.5	aggressive	heaptargetutilization	owner	ART heap target utilization	Observed in all six logs with values 0.5 or 0.8.	high	0.5|0.8
isa_arm64_features	arm64 ISA 特性	dalvik.vm.isa.arm64.features	false	default	aggressive	isa_arm64_features	owner	arm64 ISA features	Observed in all six logs as default.	high	default
isa_arm64_variant	arm64 ISA 变体	dalvik.vm.isa.arm64.variant	false	cortex-a55	aggressive	isa_arm64_variant	owner	arm64 ISA variant	Observed in all six logs with oryon, kryo300 or cortex-a55.	high	default|oryon|kryo300|cortex-a55
isa_arm_features	arm ISA 特性	dalvik.vm.isa.arm.features	false	default	aggressive	isa_arm_features	owner	arm ISA features	Observed in three logs as default.	medium	default
isa_arm_variant	arm ISA 变体	dalvik.vm.isa.arm.variant	false	cortex-a55	aggressive	isa_arm_variant	owner	arm ISA variant	Observed in three logs with cortex-a75 or cortex-a55.	medium	default|cortex-a75|cortex-a55
